0,1805511,0,5179905,0,6742643;0,09700736,0,3969773,0,6684072;0,0322443,0,2682649,0,6384581;0,0,1289345,0,6037387;0,08457417,0,01230401,0,6337821;0,209191,0,0,7110954;0,3431449,0,00614388,0,7717312;0,4883441,0,00455341,0,7956636;0,6333448,0,006252002,0,7705641;0,763849,0,01052312,0,702678;0,8676486,0,02135953,0,5989172;0,9346572,0,0428358,0,4696628;0,9548627,0,05540471,0,3244325;1,0,08348255,0;1,0,08348255,0;1,0,08348255,0;1,0,08348255,0;1,0,08348255,0;1,0,08348255,0;1,0,08348255,0;Fire
0,1277183,0,4433616,0,5560383;0,05896457,0,3638474,0,5017864;0,01420117,0,2666417,0,4513864;0,0,164287,0,3938129;0,0132603,0,05017276,0,3656178;0,102083,0,0,4255019;0,2010589,0,01361822,0,4888357;0,3068588,0,02864597,0,5395645;0,4203018,0,03817589,0,5717009;0,5380629,0,04694862,0,5786462;0,6524037,0,05698894,0,5500419;0,7553809,0,07001233,0,4933058;0,833649,0,08168364,0,4053812;0,8881804,0,1005301,0,3021145;1,0,1545673,0;1,0,1545673,0;1,0,1545673,0;1,0,1545673,0;1,0,1545673,0;1,0,1545673,0;Fire
0,1217902,0,3541365,0,3113096;0,06666423,0,3039248,0,2678154;0,02619778,0,2402636,0,2258444;0,0,1649395,0,192802;0,02339175,0,08187111,0,1907234;0,08547844,0,02817467,0,21744;0,1592796,0,01044118,0,2585588;0,2379454,0,003337148,0,293388;0,3219098,0,0,3131537;0,4082263,7,959615E-05,0,312019;0,4916595,0,003747916,0,2901717;1,0,02099018,0;1,0,02099018,0;1,0,02099018,0;1,0,02099018,0;1,0,02099018,0;1,0,02099018,0;1,0,02099018,0;1,0,02099018,0;1,0,02099018,0;Fire
0,181956,0,4228427,0,489086;0,1032033,0,3564017,0,4605618;0,04052396,0,27176,0,442201;0,0,1762383,0,4164439;0,007398745,0,06966265,0,4123301;0,09625639,0,03791865,0,462596;0,1922299,0,02776663,0,5085966;0,2936785,0,01825001,0,5409638;0,3991603,0,006798119,0,5540962;0,5054892,0,002132021,0,5439758;0,6069955,0,000643208,0,5104456;0,696754,0,0,4523678;0,7692056,0,01093526,0,3745141;1,0,05240545,0;1,0,05240545,0;1,0,05240545,0;1,0,05240545,0;1,0,05240545,0;1,0,05240545,0;1,0,05240545,0;Fire
0,2071609,0,5517976,0,4565448;0,12754,0,457853,0,5022538;0,05105886,0,3565502,0,4684494;0,0,2397151,0,436875;0,006260646,0,1085473,0,4400696;0,1131833,0,07368245,0,5079398;0,2322582,0,06368513,0,5624889;0,3593643,0,0538683,0,5941443;0,4890839,0,03427994,0,6007403;0,6170069,0,01301926,0,5798104;0,7358537,0,003008514,0,5247683;0,8343012,0,0,4378579;0,9089819,0,01392767,0,3306982;0,9448087,0,03875889,0,206786;1,0,1102934,0;1,0,1102934,0;1,0,1102934,0;1,0,1102934,0;1,0,1102934,0;1,0,1102934,0;Fire
0,1023508,0,3836926,0,4143995;0,03898223,0,2932642,0,4023061;0,0,1918527,0,379171;0,03712333,0,08716208,0,3800935;0,1395768,0,05989636,0,4132443;0,2458021,0,04450603,0,4418531;0,3536949,0,02557607,0,4602901;0,4637872,0,01081,0,4611688;0,5726278,0,002595413,0,4405443;0,6746527,0,0,3966887;0,76318,0,007407129,0,3300016;0,8351614,0,02383455,0,247008;0,891166,0,05043019,0,1548382;1,0,1194468,0;1,0,1194468,0;1,0,1194468,0;1,0,1194468,0;1,0,1194468,0;1,0,1194468,0;1,0,1194468,0;Fire
0,1054574,0,4375595,0,4735795;0,0540303,0,360377,0,4217013;0,01500177,0,2694281,0,3829936;0,0,1667402,0,360116;0,03232357,0,06816804,0,3831801;0,1136552,0,02940208,0,4395326;0,2054951,0,0203352,0,4922248;0,3068284,0,01303606,0,5233936;0,411044,0,006443162,0,5431136;0,5169775,0,002545336,0,5356219;0,6207337,0,0,5127875;0,7149474,0,002737978,0,4637005;0,7984998,0,00905857,0,3983378;1,0,04087503,0;1,0,04087503,0;1,0,04087503,0;1,0,04087503,0;1,0,04087503,0;1,0,04087503,0;1,0,04087503,0;Fire
0,0486955,0,3612552,0,3436231;0,01110185,0,2670027,0,3128782;0,0,1620155,0,3030534;0,02086097,0,05807081,0,3046032;0,1001092,0,0,3444728;0,188047,0,004053877,0,4035709;0,2789897,0,02115806,0,4553294;0,377416,0,03235967,0,49313;0,4825961,0,04502803,0,4974579;0,5813777,0,06241207,0,4630767;0,6596146,0,08482143,0,3951142;1,0,2214991,0;1,0,2214991,0;1,0,2214991,0;1,0,2214991,0;1,0,2214991,0;1,0,2214991,0;1,0,2214991,0;1,0,2214991,0;1,0,2214991,0;Fire
0,1379367,0,5395048,0,3302615;0,0748756,0,4362168,0,2888525;0,02660373,0,3216755,0,2586877;0,0,1994529,0,2319734;0,002469315,0,07193261,0,2415797;0,08762372,0,0,3043031;0,1953662,0,01594707,0,3713631;0,3170528,0,02328011,0,4100723;0,444846,0,02283356,0,4047342;0,5648564,0,0291187,0,3609416;0,6706187,0,04019893,0,2898686;0,7596228,0,0556461,0,1993178;1,0,1224666,0;1,0,1224666,0;1,0,1224666,0;1,0,1224666,0;1,0,1224666,0;1,0,1224666,0;1,0,1224666,0;1,0,1224666,0;Fire
0,1181317,0,4262199,0,4019109;0,06160648,0,3274602,0,3738477;0,02158344,0,2211357,0,3450483;0,0,1072989,0,327399;0,0170899,0,0,3713425;0,09509986,0,0007282811,0,4588071;0,1865328,0,05256731,0,5106616;0,30166,0,04855216,0,5322425;0,4178374,0,03432134,0,5382796;0,5340954,0,02287519,0,5288345;0,6450347,0,01452733,0,4919709;0,7434053,0,01330199,0,4282694;0,8217972,0,01963544,0,3413744;0,877538,0,03143276,0,238954;1,0,0582584,0;1,0,0582584,0;1,0,0582584,0;1,0,0582584,0;1,0,0582584,0;1,0,0582584,0;Fire
